,0,1,2,3,4,5,6,7,8,9
1010061655235940352,0.0017576375976204872,0.0003047333797439933,0.00045474162325263027,4.4857917237095536e-05,4.782713949680329e-06,7.486106187570841e-06,1.4619756257161498e-05,0.02307861149311066,0.00016361696179956198,0.002185318246483803
1010367764182151168,7.848522363929078e-06,0.001602727547287941,2.2753978555556386e-06,1.1202964378753678e-05,5.054543144069612e-05,7.91079190094024e-05,0.00015451419167220593,1.1488318705232814e-05,9.199018677463755e-07,1.82678151759319e-05
1010707073758388225,0.002258741296827793,0.0007459093816578389,0.0014725083485245705,0.00022615110501646998,1.3375133676163387e-06,2.093270632030908e-06,4.088612695340999e-06,0.0010130600072443487,0.0007032845634967089,4.834128958464134e-07
1011496933444149248,7.67029050621204e-06,0.00149373272433877,0.000523407431319356,1.0947787814075127e-05,4.9399421550333505e-05,7.731353980489075e-05,0.0001510261092334986,1.1228695802856238e-05,8.989261004899163e-07,1.7854133329819887e-05
1011669052207566848,3.813692501353217e-07,0.0015091490931808949,0.000466660363599658,5.443313966679853e-07,2.45594546868233e-06,3.843729791697115e-06,7.507752889068798e-06,5.582428912020987e-07,4.469347345548158e-08,8.876739229890518e-07
101192567,3.9297744479980796e-07,3.7820495332754365e-08,1.3983760031943295e-07,1.794701348685595e-05,2.5307902189082136e-06,3.960722169127101e-06,7.736471682647415e-06,5.752454636573754e-07,0.003101899685441476,4.850308849810487e-06
1012241465504878592,3.287041636212962e-07,0.0011609828099608422,0.0005229988601058722,7.497461629100144e-05,2.1168694729567506e-06,3.313004708616063e-06,6.471051165135577e-06,4.811501185031375e-07,0.0006435842718929053,7.650476618437097e-07
1012533269861150720,2.3702207272435773e-07,0.0016068842262029648,6.871457571833162e-08,3.3829974199761637e-07,1.5264153262251058e-06,2.3890628654044125e-06,4.666353561333381e-06,3.4694662645051725e-07,2.777802592390799e-08,5.516604687727522e-07
1012753590425964544,1.5604461855119987e-07,9.468760078863155e-09,0.007696247700504453,2.227207758645307e-07,1.0049221264666598e-06,1.5727557152526822e-06,3.071923119388044e-06,2.2841510851560695e-07,1.8286657301830622e-08,3.6318273994700193e-07
1012956092156952576,2.8335889510344716e-07,0.0016068590804934502,8.214589684030217e-08,4.0443364923703484e-07,1.8247897969558836e-06,2.8560209102579394e-06,5.578441414400004e-06,4.147689651290421e-07,3.320911901028012e-08,6.594933893211419e-07
1013488542,2.2993040147412105e-07,0.0013999876566231251,0.0002610646886751056,5.415368941612542e-05,1.4806160834268668e-06,2.317332837264985e-06,4.526269185589627e-06,3.3656551750027576e-07,0.00028967433609068395,5.351561867428246e-07
1013521772896047105,4.298720796214184e-07,0.0006529543083161117,0.004556995257735253,6.13559768680716e-07,2.768353260762524e-06,4.332659955252893e-06,8.4626444731839e-06,6.292499620030867e-07,5.037791197537445e-08,1.0005383046518546e-06
101357700,2.0603706616384445e-07,0.0009154346771538258,5.97283985825925e-08,2.940570084319916e-07,1.3268839211377781e-06,2.076587770716287e-06,4.055999670526944e-06,3.015819174834178e-07,0.0013354019261896612,4.795323548023589e-07
1013809082485149696,3.5192140330764236e-07,0.0008439132012426853,0.0034584231674671174,5.022991899750196e-07,2.266347473778296e-06,3.5470817238092423e-06,6.9280817115213725e-06,5.151327513885918e-07,7.541177910752594e-05,8.190863809431903e-07
1013965381659176961,2.0410689103300685e-07,0.0016069022938609125,5.916850795983919e-08,2.9130424081813546e-07,1.3143557225703263e-06,2.0571220375131817e-06,4.0179391362471504e-06,2.987446805491345e-07,2.3918852321003216e-08,4.7502976485702675e-07
1014516973676519424,2.1284359632093603e-07,0.000990686900458823,6.17041509778064e-08,3.0378004634603894e-07,1.3706930538830888e-06,2.1452181951212077e-06,4.1901034554590786e-06,3.1154777869888217e-07,0.0011902910329156142,4.953781401156445e-07
1014711826922266624,7.96384338173084e-06,0.001572098955512047,2.3088579837349245e-06,0.0007303067483007908,5.128479679115117e-05,8.026669966056944e-05,0.00015678139170631768,1.16569412057288e-05,9.333457455795724e-07,1.8536396964918822e-05
1014849064230240261,0.0028913237154483797,0.0010523774661123752,0.0003179692663252354,5.320094714988954e-07,2.400436278549023e-06,3.7569065170828256e-06,7.338060822803527e-06,5.456115104607307e-07,0.0006035078316926957,8.675330718688202e-07
1015275013627437056,3.179633006328154e-07,0.0008861961616435899,9.217242355580399e-08,4.5379209945520343e-07,2.0475727035199222e-06,3.2050043023272566e-06,6.25926517294433e-06,4.653905682324233e-07,0.0013919929311882189,7.400038649208919e-07
101554634,0.005358995124697685,0.00077983308583498,0.002280022017657757,3.3456387882324634e-07,1.509751018602401e-06,2.3626505935681055e-06,4.6146717068040745e-06,0.0005950883496552706,2.747101746081171e-08,5.455969585455023e-07
1016356854,1.801250098918408e-07,0.0016069462948216776,1.8497734452839716e-07,2.5708364366900023e-07,1.1599695183541789e-06,1.815480067081137e-06,3.545926057195394e-06,2.636552301223375e-07,2.6246721407124484e-08,4.192293656804799e-07
101664150,2.470712843205547e-07,0.001606878824532032,7.162010433603428e-08,3.525969987094868e-07,1.5912326489342377e-06,2.489994585630484e-06,4.86350545543246e-06,3.6162180094834184e-07,2.8953067499060126e-08,5.750137461291161e-07
1016739410937892865,1.3628310853164295e-07,0.000320550543256104,0.00010298220440745354,1.945051280927146e-07,9.021353325806559e-05,1.3735565516981298e-06,2.6827852707356215e-06,1.9948740828112932e-07,0.0024410843849182132,3.172085143887671e-07
1016739735337947137,2.897263584600296e-07,0.0002690311521291733,0.0012116477824747564,4.135355538892327e-07,1.8657996406545864e-06,2.920244514825754e-06,5.703712668037042e-06,4.241096121404553e-07,0.002093917317688465,6.743365247530165e-07
1017061084270821376,2.3552327093057103e-07,1.4291883587702614e-08,0.0002246331423521042,3.3616217933740703e-07,1.5167103811108975e-06,2.3737782612442973e-06,4.636509402189404e-06,3.4474089716240996e-07,0.0030124807730317117,5.481633252202301e-07
1017825028086231040,9.37383811105974e-07,0.00024075533729046584,0.0005766972899436951,1.3378913536143956e-06,6.036582999513485e-06,0.06304919719696045,1.845391670940444e-05,1.3721667528443505e-06,0.0016718076542019844,2.1817133529111745e-06
1017843994921877504,1.1228272342123092e-06,0.0007331668864935637,0.0006930020172148943,1.6026087905629538e-06,7.231117342598737e-06,1.1317283497191966e-05,2.210474922321737e-05,0.0013894667848944665,0.0012954322621226311,2.613465039758012e-06
1018039382,2.1959965579299023e-07,0.00015902632148936393,6.365899025695399e-08,3.1341246540250724e-07,1.4141081919660793e-06,2.213202060374897e-06,0.1302167057991028,3.2144394026545345e-07,0.002021215856075287,5.110793608764653e-07
1018043952,4.603591444494924e-07,0.00019679059430656652,1.3346520498127746e-07,6.570776194707007e-07,2.964661620093598e-06,0.003202890095001417,9.062813748314989e-06,6.738446526937695e-07,0.0026861217780998338,1.0714725927399622e-06
101843559,1.93515779756126e-07,0.001481364853680134,0.0001400347799062729,2.761988753263722e-07,1.2462244740163442e-06,1.950434125319589e-06,3.8095564377726988e-06,2.8325928269623546e-07,0.0001858905190601945,4.5041078919894064e-07
1019096119555522561,9.489574949839153e-07,0.0003363829106092453,2.7509884148457786e-07,1.3544136891141535e-06,0.0010281924158334732,9.564016363583506e-06,1.868031831691042e-05,1.3890304217056838e-06,0.002434387989342213,2.20874044316588e-06
1019438095,1.7444268451072276e-06,0.0005603080149739981,0.0043126787990331655,2.4896675313357267e-06,1.1233149416511879e-05,1.7581364954821765e-05,3.4340526326559484e-05,2.553318699938245e-06,0.0002766548190265894,4.060081846546382e-06
101945207,1.8424835843688927e-07,0.0010764844715595247,9.292542818002404e-05,2.629531536513241e-07,1.1865357009810396e-06,1.856941162259318e-06,3.6268655094318094e-06,2.696853698580526e-07,0.0009818785823881627,9.930182714015246e-05
1019743384209100800,1.530771966034892e-07,0.000704251505656206,0.004020520817743637,2.1849131323646446e-07,9.857893698143729e-07,1.542863026163771e-06,3.013453238283324e-06,2.240647947945215e-07,0.00011830192343388036,3.565327010314939e-07
1019815122078842880,1.9946005522797352e-07,0.0014466291293501856,0.00042807664722204213,2.84687985185883e-07,1.2845218407164795e-06,2.0103943825233728e-06,3.926606950699352e-06,2.919857024608064e-07,0.0001365311210975051,4.6424552238022446e-07
1020030521223479297,2.892918928409927e-07,0.0016068557277321817,8.386815579797259e-08,4.128871296416037e-07,1.863037505245302e-06,2.9159647965570913e-06,5.695109575754032e-06,4.234699645166984e-07,3.390337326436566e-08,6.733232112310362e-07
1020318822744698881,3.294727503761064e-07,0.001596849506764735,4.569043108558169e-05,4.702226500600519e-07,2.1217535205222446e-06,3.3208529942916497e-06,6.4858400390528226e-06,4.822584720931938e-07,1.2425695185931009e-06,7.668544525739021e-07
1020615702179401728,1.232433375071193e-07,7.274680108571735e-06,1.6445037706620996e-07,0.03775135772056593,7.936945376710283e-07,1.2421778713602614e-06,2.426241951393737e-06,1.804016375255881e-07,1.4947342540974507e-08,2.869250001511719e-07
102073296,8.14654558780603e-06,4.94342430101824e-07,2.361651604587678e-06,1.1626831837929786e-05,0.04062587916851044,8.210942614823581e-05,0.00016037821769714357,1.1924669524887577e-05,0.0023566773161292076,1.895899622468278e-05
1020885127436677120,2.3677209810557544e-07,0.00033777605276554825,0.0003820752259343863,3.379298277650378e-07,1.5248156159941573e-06,2.3862776288297027e-06,4.660958802560345e-06,3.46571255249728e-07,0.0022965414449572564,5.510627943294822e-07
1020966369137852416,5.580759534495883e-07,3.222739615011961e-05,1.6179570820895607e-07,7.965250006236602e-07,3.593917062971741e-06,5.624886398436502e-06,1.0986583947669715e-05,8.168625754478853e-07,0.003040744550526142,1.2988696653337684e-06
1021185774,2.535579369578045e-07,0.0016068752855062486,7.350938062700153e-08,3.61910451829317e-07,1.632846033317037e-06,2.5556437321938574e-06,4.991755849914626e-06,3.7115601116965994e-07,2.9716264293710995e-08,5.901362783333753e-07
1021430128197455872,2.462049451423809e-07,0.001604902371764183,7.137384727684548e-08,3.5140178624715194e-07,1.585688914929051e-06,2.4815073629724795e-06,4.847083255299367e-06,3.6037936297361743e-07,3.8465495890704915e-06,5.730177690566052e-07
1021581101561729026,1.379224158881698e-07,0.001305293757468462,3.9983001443033574e-08,1.968446213140851e-07,8.88227532414021e-07,1.3901108104619198e-06,2.7151032554684208e-06,2.0188806502119407e-07,0.0005825599655508995,3.2102057048177815e-07
1021918441534578690,7.190135074779392e-05,4.362376057542861e-06,0.0013868988491594792,0.016941295564174653,0.0004629307892173529,0.0007245338987559081,0.0014154534786939622,0.00010522352531552316,0.001092930417507887,0.00016731718787923457
102240124,1.1962604276050116e-07,2.8754764935001733e-05,0.00015725478297099472,1.707443857412727e-07,7.703811206738465e-07,1.2057266758347396e-06,2.354956632188987e-06,0.03142773807048798,0.0004682957660406828,2.784456910376321e-07
1022434170885300224,1.6049139958340675e-06,0.00014747531386092306,0.0008771266788244248,2.2906868252903226e-06,0.04729064702987671,1.6176408098544926e-05,3.1595496693626046e-05,2.349315582250711e-06,0.0016025455668568613,3.7354620872065425e-06
102358273,0.00026002032682299615,0.0010459654033184052,4.729310774109763e-08,2.3284164853976109e-07,1.0505958925932647e-06,1.6442299966001883e-06,3.211504372302443e-06,2.388036818956607e-07,0.0010529061779379846,3.797151975959423e-07
1023696222895439872,1.136902574216947e-05,0.001600804552435875,3.2961357646854595e-06,1.6227600281126797e-05,7.321774028241634e-05,0.00011461457470431925,0.00022381485905498266,1.6641647380311043e-05,1.3324222891242244e-06,2.6460818480700256e-05
1023727105648087040,1.9817944121314213e-07,0.001605992764234543,4.418099706526846e-06,2.828332299031899e-07,1.2762129699694924e-06,1.997432264033705e-06,3.901235686498694e-06,2.9007869670749644e-07,2.3223827838592116e-08,4.6124323489493695e-07
1024276362142666754,1.5033086810944952e-07,9.122022248675421e-09,0.0076770722866058355,2.145779717466212e-07,9.681352821644396e-07,1.5151689694903327e-06,2.959457378892694e-06,2.2004853690305028e-07,1.761695074264935e-08,3.498825662973104e-07
1024457675969425408,3.926906629203586e-07,0.001606799103319645,1.1384280469428632e-07,5.604816578852478e-07,2.52891823038226e-06,3.958178785978817e-06,7.731046935077757e-06,5.748194325860823e-07,4.602166541189945e-08,9.139710527961143e-07
1024582273,1.65374547123065e-07,0.0003947317600250244,0.00023122588172554972,2.3603229237778578e-07,1.0650051990523935e-06,1.6668036550981924e-06,3.255588671891019e-06,0.002543132565915585,0.002044006995856762,3.8490811675728765e-07
1024614067389038592,4.2943183871102524e-07,3.44034458976239e-05,1.2448133475118085e-07,6.129054781922606e-07,2.765294993878342e-06,4.3278356315568095e-06,8.453289774479345e-06,6.285456493060337e-07,0.0030366627499461177,9.994070751417893e-07
1024695879159218176,2.0479629619245488e-07,0.0010700065418354342,5.9370515729527485e-08,2.9229300184226236e-07,1.3188606369978714e-06,2.064124690326061e-06,4.0316205901923265e-06,2.9977621933711514e-07,0.001037431159298479,4.7665189733169834e-07
1024910474050265088,6.525191110995366e-07,0.001447917614132166,0.0004858006723225117,9.313167538493873e-07,4.202386480756104e-06,6.576776650035754e-06,1.2845757009927184e-05,9.551652510708664e-07,0.00011033705668523909,1.5187541976047215e-06
1025348269315162112,2.871925289582578e-07,0.0005091662984341383,0.0031423915177583696,4.098842055100249e-07,1.8493736206437462e-06,2.894509816542268e-06,5.653671541949735e-06,4.2036608647322284e-07,0.000849688146263361,6.684245363430819e-07
1025578289870467072,3.205778966730577e-07,0.0013819540850818158,9.29338455080142e-08,4.57531268693856e-07,2.064390719169751e-06,3.230963193345815e-06,6.310611206572503e-06,4.692204129241873e-07,0.0004343403968960047,7.460917004209477e-07
1025717986575798273,1.5678046111133882e-06,0.0008493937551975251,0.0006573441904038191,2.2376661945600063e-06,1.0096775804413483e-05,1.580219395691529e-05,3.087114891968668e-05,2.2949021513340996e-06,0.0011961268261075021,3.649138670880348e-06
1025720171455860737,2.410656406937051e-07,0.0014929011464118959,6.988930181250908e-08,3.440641648921883e-07,1.5525129128945991e-06,2.429782398394309e-06,4.745951810036786e-06,3.528629804350203e-07,0.00022015112917870284,5.610919743048726e-07
1025996934,1.6779918041720523e-07,0.0014909819699823858,0.0001298593939282,2.394942612227169e-07,1.0806148566189223e-06,1.691172474238556e-06,3.3031399652827534e-06,2.4561572899983733e-07,0.00017145195743069054,3.9055839806678705e-07
1026070101215391749,2.6072248147102073e-06,0.0005557911470532418,7.558233392046532e-07,3.720961103681475e-06,1.6790942754596472e-05,2.627661160659045e-05,5.1323382649570704e-05,0.0005869933404028416,0.0019810160622000697,6.068227594369092e-06
1026516870856429568,4.798395093530417e-06,0.0016043931245803833,1.3910443158238196e-06,6.848660268587992e-06,3.0899693956598644e-05,4.8361654626205565e-05,9.445796022191645e-05,7.023209764156491e-06,5.623037395707797e-07,1.1166962212882937e-05
1026751436,2.0537647742457922e-07,0.0015279034152626992,5.953612571829581e-08,2.931291874119779e-07,1.3225395377958194e-06,2.0698869775515052e-06,4.04287020501215e-06,3.0061498819122794e-07,0.0001525871572084725,4.779883965966292e-07
1027624876633468928,1.111734763981076e-06,0.0006975630763918162,0.00019509691046550872,1.586667167430278e-06,7.159222877817229e-06,1.1204600014025345e-05,2.1884791203774514e-05,1.6272455468424597e-06,0.0016765771433711052,2.587391827546526e-06
1028042100930240512,4.9453586803148525e-06,0.001220555325143086,0.00037078509085106587,7.054932929567231e-06,3.183623616557393e-05,4.982355028499598e-05,9.731094563169509e-05,7.235655084349734e-06,0.0006147206101465869,1.1505122453039674e-05
102823698,4.7855547745712104e-05,1.8227292741812565e-08,8.707885399417138e-08,4.2870710785791745e-07,1.934484316734597e-06,3.027464663318824e-06,5.9134348703082654e-06,2.0224988111294807e-05,0.003096032701432705,6.991577720327769e-07
1028335951049895936,1.6801668971311303e-05,0.0010313930921256544,0.002433790266513825,2.3983542632777244e-05,0.0001082110800780356,0.0001693590544164181,0.01916206926107407,2.459435781929642e-05,1.9692117348313333e-06,3.9116351399570706e-05
1028508430020083712,1.5912031949985559e-07,0.0016056459221356464,1.762043206666794e-07,2.2709287792351265e-07,1.0246768165498469e-06,1.6036845773039076e-06,3.1323148946603732e-06,2.3291101262745332e-07,2.545912119922435e-06,3.7035176737650083e-07
1028524254973882368,0.0001998541411012411,0.00016192026669159532,0.005928963795304299,3.201685558451573e-07,1.4447025932895486e-06,2.261012195958756e-06,4.416107913129963e-06,0.0009211178869009018,0.0002968078944832087,5.221224455453922e-07
1028528520438284288,2.199749815190444e-07,0.0015475409105420114,0.00028361945878714324,3.139549789921148e-07,1.4165735592541751e-06,2.2170621377881617e-06,4.330392766860314e-06,3.2198602184507763e-07,2.5778666667974905e-08,5.119679826748325e-07
1029448254570868738,0.00041892752051353455,0.001459589321166277,0.0005814806558191776,9.769556527317037e-07,4.40801159129478e-06,6.898918945807964e-06,1.3475184096023442e-05,1.0019632100011222e-06,8.02163640400977e-08,1.5931707821437158e-06
1029568594596847616,4.6278892114060004e-07,0.0005225334782153368,0.00018627220997586847,0.0003709700889885426,2.980299177579582e-06,4.664446896640584e-06,9.110685641644523e-06,6.77415300742723e-07,0.0019882939755916595,1.0771336746984161e-06
1029830647274192896,1.0749474313342944e-05,0.0010669061914086342,0.000928435754030943,1.5341561811510475e-05,6.922283209860325e-05,0.05668206810951233,0.0002115975134074688,1.5733958571217956e-05,1.2596526175912006e-06,2.5017239386215807e-05
1030138147,3.5000448359867187e-07,0.0005126606585412678,1.0147430886054703e-07,4.995936321664043e-07,2.254023757872444e-06,3.5277339424091586e-06,6.890536051376788e-06,5.12333680874141e-07,0.002113419803675472,8.146267440864964e-07
1030382893,0.00025148358390129574,0.0006219758619188294,0.0010935926908270692,0.002629680239053563,3.5772370654788005e-06,5.598808338196321e-06,1.0935239351853932e-05,0.001745325009698431,0.0010751427181569344,1.2929008789257966e-06
1030495136961183744,3.564138023648411e-06,0.0005074455868452788,0.001316695474088192,5.0867205573013056e-06,0.005262561514973641,3.592185094021261e-05,7.016273448243738e-05,0.018162982165813447,3.9334304165095095e-05,8.295368024846539e-06
